Timestamp,Raw,Attention,Meditation,delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma
2022-03-09T20:56:20.517563,69,67,60,87204,19935,4087,40806,27818,54750,3318,1363
2022-03-09T20:56:21.029503,-231,67,60,87204,19935,4087,40806,27818,54750,3318,1363
2022-03-09T20:56:21.541443,451,63,61,262410,51313,13292,26674,16726,21736,3350,711
2022-03-09T20:56:22.053383,411,63,61,262410,51313,13292,26674,16726,21736,3350,711
2022-03-09T20:56:22.565324,182,53,66,1431212,244074,139073,65153,69494,53944,16764,4568
2022-03-09T20:56:23.077264,108,53,66,1431212,244074,139073,65153,69494,53944,16764,4568
2022-03-09T20:56:23.589204,128,74,67,1956178,106294,77060,15226,87593,113872,14511,7267
2022-03-09T20:56:24.101144,421,74,67,1956178,106294,77060,15226,87593,113872,14511,7267
2022-03-09T20:56:24.613083,485,53,69,536915,76687,42986,18783,16403,30931,6375,2110
2022-03-09T20:56:25.125023,77,53,69,536915,76687,42986,18783,16403,30931,6375,2110
2022-03-09T20:56:25.636963,154,63,61,1377411,951451,226887,227265,371430,533239,52527,19721
2022-03-09T20:56:26.148903,-262,63,61,1377411,951451,226887,227265,371430,533239,52527,19721
2022-03-09T20:56:26.660843,257,74,63,1135973,27506,10968,38466,32848,17886,4001,2591
2022-03-09T20:56:27.172783,202,74,63,1135973,27506,10968,38466,32848,17886,4001,2591
2022-03-09T20:56:27.684724,-77,77,61,1182293,90011,18098,55154,41594,116180,25979,9055
2022-03-09T20:56:28.196664,108,77,61,1182293,90011,18098,55154,41594,116180,25979,9055
2022-03-09T20:56:28.708604,105,75,66,816312,101475,59541,62984,47875,45302,16138,2710
2022-03-09T20:56:29.220544,439,75,66,816312,101475,59541,62984,47875,45302,16138,2710
2022-03-09T20:56:29.732484,81,70,60,1590731,290384,29365,45675,120157,117580,15577,5477
2022-03-09T20:56:30.244424,184,70,60,1590731,290384,29365,45675,120157,117580,15577,5477
2022-03-09T20:56:30.756365,132,67,56,184521,71791,34049,50657,61210,28693,6307,1158
2022-03-09T20:56:31.268305,115,67,56,184521,71791,34049,50657,61210,28693,6307,1158
2022-03-09T20:56:31.780245,266,67,56,630214,55017,18343,18834,25989,27596,18331,5162
2022-03-09T20:56:32.292184,26,54,60,1596235,668911,520320,97165,706421,358469,53306,28339
2022-03-09T20:56:32.804124,145,54,60,1596235,668911,520320,97165,706421,358469,53306,28339
2022-03-09T20:56:33.316064,42,53,51,1367165,221479,42462,102246,70129,71171,12122,5352
2022-03-09T20:56:33.828004,-45,53,51,1367165,221479,42462,102246,70129,71171,12122,5352
2022-03-09T20:56:34.339945,512,57,60,1038091,135137,28883,50260,79448,100294,10777,3517
2022-03-09T20:56:34.851884,397,57,60,1038091,135137,28883,50260,79448,100294,10777,3517
2022-03-09T20:56:35.363825,25,54,37,753762,203512,1440,25100,19714,33491,5150,1229
2022-03-09T20:56:35.875765,144,54,37,753762,203512,1440,25100,19714,33491,5150,1229
2022-03-09T20:56:36.387705,98,54,30,1120182,95700,26490,10915,37588,41760,10660,3149
2022-03-09T20:56:36.899645,534,54,30,1120182,95700,26490,10915,37588,41760,10660,3149
2022-03-09T20:56:37.411586,370,38,35,3539570,1025363,515855,81415,118888,117039,28316,9986
2022-03-09T20:56:37.923525,-29,38,35,3539570,1025363,515855,81415,118888,117039,28316,9986
2022-03-09T20:56:38.435464,85,34,44,591179,117363,53744,89893,74099,97443,13359,3515
2022-03-09T20:56:38.947406,189,34,44,591179,117363,53744,89893,74099,97443,13359,3515
2022-03-09T20:56:39.459345,483,40,63,991106,163871,73188,100789,186214,76508,20111,7042
2022-03-09T20:56:39.971286,406,40,63,991106,163871,73188,100789,186214,76508,20111,7042
2022-03-09T20:56:40.483225,86,14,69,581549,182892,49512,26424,16454,9776,2424,1741
2022-03-09T20:56:40.995165,75,14,69,581549,182892,49512,26424,16454,9776,2424,1741
2022-03-09T20:56:41.507106,101,37,57,980895,48847,5371,10613,10859,14101,3740,328
2022-03-09T20:56:42.019046,624,37,57,980895,48847,5371,10613,10859,14101,3740,328
2022-03-09T20:56:42.530986,406,27,48,2341383,205673,38981,28337,19615,43104,6983,3558
2022-03-09T20:56:43.042925,182,27,48,2341383,205673,38981,28337,19615,43104,6983,3558
2022-03-09T20:56:43.554866,35,40,50,1151385,181206,61662,106889,97255,133242,13481,2883
2022-03-09T20:56:44.066806,145,40,50,1151385,181206,61662,106889,97255,133242,13481,2883
